original_email_address,mail_provider,provider_domain_type,username_length,num_of_textual_tokens,first_name,first_name_length,has_dot,has_underscore,has_dash,has_capital_letters,number_numeric_tokens,numeric_token,length_of_numeric_token,possible_age,label
adam2004_henderson@gmail.com,gmail,com,18,2,adam,4,0,1,0,0,1,2004,4,20,young
alice.bell@hotmail.com,hotmail,com,10,2,alice,5,1,0,0,0,0,-1,0,-1,unsure
ethan_hughes1001@protonmail.com,protonmail,com,16,2,ethan,5,0,1,0,0,1,1001,4,-1,unsure
lily3456@protonmail.com,protonmail,com,8,1,lily,4,0,0,0,0,1,3456,4,-1,unsure
Reggie_Greenholt34@gmail.com,gmail,com,18,2,reggie,6,0,1,0,1,1,34,2,90,old
Blanche44@outlook.com,outlook,com,9,1,blanche,7,0,0,0,1,1,44,2,80,old
eliza.thomas@outlook.com,outlook,com,12,2,eliza,5,1,0,0,0,0,-1,0,-1,unsure
Linnie78@mail.com,mail,com,8,1,linnie,6,0,0,0,1,1,78,2,46,medium
john_smith@yahoo.com,yahoo,com,10,2,john,4,0,1,0,0,0,-1,0,-1,unsure
david.young@icloud.com,icloud,com,11,2,david,5,1,0,0,0,0,-1,0,-1,unsure
adam.henderson32@gmail.com,gmail,com,16,2,adam,4,1,0,0,0,1,32,2,92,old
Carolanne33@aol.com,aol,com,11,1,carolanne,9,0,0,0,1,1,33,2,91,old
ethan_9931@gmail.com,gmail,com,10,1,ethan,5,0,1,0,0,1,9931,4,-1,unsure
Monserrat_Kautzer@gmail.com,gmail,com,17,2,monserrat,9,0,1,0,1,0,-1,0,-1,unsure
Lysanne.Cormier@aol.com,aol,com,15,2,lysanne,7,1,0,0,1,0,-1,0,-1,unsure
simon.murphy1687@gmail.com,gmail,com,16,2,simon,5,1,0,0,0,1,1687,4,-1,unsure
Selmer35@aol.com,aol,com,8,1,selmer,6,0,0,0,1,1,35,2,89,old
Evalyn.Lehner0@yahoo.com,yahoo,com,14,2,evalyn,6,1,0,0,1,1,0,1,-1,unsure
zoe.bryant19@aol.com,aol,com,12,2,zoe,3,1,0,0,0,1,19,2,-1,unsure
Marta_Sanford93@tutanota.com,tutanota,com,15,2,marta,5,0,1,0,1,1,93,2,31,medium
jason99_lee@gmail.com,gmail,com,11,2,jason,5,0,1,0,0,1,99,2,25,young
lily64_gleam@yahoo.com,yahoo,com,12,2,lily,4,0,1,0,0,1,64,2,60,old
Catalina_Grady5@tutanota.com,tutanota,com,15,2,catalina,8,0,1,0,1,1,5,1,-1,unsure
Jeramie_Denesik98@yahoo.com,yahoo,com,17,2,jeramie,7,0,1,0,1,1,98,2,26,young
Jaiden60@gmail.com,gmail,com,8,1,jaiden,6,0,0,0,1,1,60,2,64,old
Marilyne.Crist@mail.com,mail,com,14,2,marilyne,8,1,0,0,1,0,-1,0,-1,unsure
james.wright@gmail.com,gmail,com,12,2,james,5,1,0,0,0,0,-1,0,-1,unsure
nathan31_flare@aol.com,aol,com,14,2,nathan,6,0,1,0,0,1,31,2,93,old
Rachelle.Hane97@mail.com,mail,com,15,2,rachelle,8,1,0,0,1,1,97,2,27,young
Reba_Robel62@mail.com,mail,com,12,2,reba,4,0,1,0,1,1,62,2,62,old
emily.smith06@outlook.com,outlook,com,13,2,emily,5,1,0,0,0,1,6,2,18,young
Stephania.Fisher91@gmail.com,gmail,com,18,2,stephania,9,1,0,0,1,1,91,2,33,medium
Stanton.Turcotte@aol.com,aol,com,16,2,stanton,7,1,0,0,1,0,-1,0,-1,unsure
lucy.brown@yahoo.com,yahoo,com,10,2,lucy,4,1,0,0,0,0,-1,0,-1,unsure
Kasandra_Mayert56@aol.com,aol,com,17,2,kasandra,8,0,1,0,1,1,56,2,68,old
Amira4@yahoo.com,yahoo,com,6,1,amira,5,0,0,0,1,1,4,1,-1,unsure
sarah.wright1717@gmail.com,gmail,com,16,2,sarah,5,1,0,0,0,1,1717,4,-1,unsure
catherine.davis@hotmail.com,hotmail,com,15,2,catherine,9,1,0,0,0,0,-1,0,-1,unsure
jacob.green05@yahoo.com,yahoo,com,13,2,jacob,5,1,0,0,0,1,5,2,19,young
Connie_Haley@gmail.com,gmail,com,12,2,connie,6,0,1,0,1,0,-1,0,-1,unsure
Asia_Stark26@protonmail.com,protonmail,com,12,2,asia,4,0,1,0,1,1,26,2,98,old
Camille36@aol.com,aol,com,9,1,camille,7,0,0,0,1,1,36,2,88,old
paul.cook@icloud.com,icloud,com,9,2,paul,4,1,0,0,0,0,-1,0,-1,unsure
Jammie.Hartmann50@icloud.com,icloud,com,17,2,jammie,6,1,0,0,1,1,50,2,74,old
ethan1995_white@yahoo.com,yahoo,com,15,2,ethan,5,0,1,0,0,1,1995,4,29,young
Florida14@gmail.com,gmail,com,9,1,florida,7,0,0,0,1,1,14,2,-1,unsure
Wiley75@aol.com,aol,com,7,1,wiley,5,0,0,0,1,1,75,2,49,medium
Saige.Conroy-Raynor62@gmail.com,gmail,com,21,3,saige,5,1,0,1,1,1,62,2,62,old
Winona89@outlook.com,outlook,com,8,1,winona,6,0,0,0,1,1,89,2,35,medium
olivia.brown2001@yahoo.com,yahoo,com,16,2,olivia,6,1,0,0,0,1,2001,4,23,young
Cecilia_Gottlieb@yahoo.com,yahoo,com,16,2,cecilia,7,0,1,0,1,0,-1,0,-1,unsure
eliza.howard@gmail.com,gmail,com,12,2,eliza,5,1,0,0,0,0,-1,0,-1,unsure
Quincy_Mayert@aol.com,aol,com,13,2,quincy,6,0,1,0,1,0,-1,0,-1,unsure
victoria.carter84@yahoo.com,yahoo,com,17,2,victoria,8,1,0,0,0,1,84,2,40,medium
Santina_Stark68@protonmail.com,protonmail,com,15,2,santina,7,0,1,0,1,1,68,2,56,old
sophia_scott1999@gmail.com,gmail,com,16,2,sophia,6,0,1,0,0,1,1999,4,25,young
nancy.bryant1797@gmail.com,gmail,com,16,2,nancy,5,1,0,0,0,1,1797,4,-1,unsure
william.johnson@outlook.com,outlook,com,15,2,william,7,1,0,0,0,0,-1,0,-1,unsure
Freddie_Marvin@gmail.com,gmail,com,14,2,freddie,7,0,1,0,1,0,-1,0,-1,unsure
Douglas74@gmail.com,gmail,com,9,1,douglas,7,0,0,0,1,1,74,2,50,old
Julio_Jaskolski@tutanota.com,tutanota,com,15,2,julio,5,0,1,0,1,0,-1,0,-1,unsure
emma.clark76@icloud.com,icloud,com,12,2,emma,4,1,0,0,0,1,76,2,48,medium
Eva35@protonmail.com,protonmail,com,5,1,eva,3,0,0,0,1,1,35,2,89,old
amanda.king99@hotmail.com,hotmail,com,13,2,amanda,6,1,0,0,0,1,99,2,25,young
Meredith_Stracke7@aol.com,aol,com,17,2,meredith,8,0,1,0,1,1,7,1,-1,unsure
george.taylor1811@gmail.com,gmail,com,17,2,george,6,1,0,0,0,1,1811,4,-1,unsure
Anais_Hoppe15@mail.com,mail,com,13,2,anais,5,0,1,0,1,1,15,2,-1,unsure
Hertha_VonRueden@aol.com,aol,com,16,2,hertha,6,0,1,0,1,0,-1,0,-1,unsure
carter1988_james@hotmail.com,hotmail,com,16,2,carter,6,0,1,0,0,1,1988,4,36,medium
sarah.green89@icloud.com,icloud,com,13,2,sarah,5,1,0,0,0,1,89,2,35,medium
Oran_Zemlak39@gmail.com,gmail,com,13,2,oran,4,0,1,0,1,1,39,2,85,old
logan_brooks87612@gmail.com,gmail,com,17,2,logan,5,0,1,0,0,1,87612,5,-1,unsure
jessica_walker1993@gmail.com,gmail,com,18,2,jessica,7,0,1,0,0,1,1993,4,31,medium
amanda.williams56@icloud.com,icloud,com,17,2,amanda,6,1,0,0,0,1,56,2,68,old
Charity6@protonmail.com,protonmail,com,8,1,charity,7,0,0,0,1,1,6,1,-1,unsure
Kiarra_Hand60@mail.com,mail,com,13,2,kiarra,6,0,1,0,1,1,60,2,64,old
mark_1995johnson@outlook.com,outlook,com,16,2,mark,4,0,1,0,0,1,1995,4,29,young
elizabeth.thomas@outlook.com,outlook,com,16,2,elizabeth,9,1,0,0,0,0,-1,0,-1,unsure
james.jones@yahoo.com,yahoo,com,11,2,james,5,1,0,0,0,0,-1,0,-1,unsure
3356_johnson.jane@gmail.com,gmail,com,17,2,johnson,7,1,1,0,0,1,3356,4,-1,unsure
daniel2001_martin@icloud.com,icloud,com,17,2,daniel,6,0,1,0,0,1,2001,4,23,young
emma.king@icloud.com,icloud,com,9,2,emma,4,1,0,0,0,0,-1,0,-1,unsure
Demario_Fisher47@mail.com,mail,com,16,2,demario,7,0,1,0,1,1,47,2,77,old
rebecca.moore@icloud.com,icloud,com,13,2,rebecca,7,1,0,0,0,0,-1,0,-1,unsure
Aglae64@protonmail.com,protonmail,com,7,1,aglae,5,0,0,0,1,1,64,2,60,old
stephen.morris@yahoo.com,yahoo,com,14,2,stephen,7,1,0,0,0,0,-1,0,-1,unsure
Etha_Simonis@gmail.com,gmail,com,12,2,etha,4,0,1,0,1,0,-1,0,-1,unsure
logan.brooks12@gmail.com,gmail,com,14,2,logan,5,1,0,0,0,1,12,2,-1,unsure
Heber_Brakus50@tutanota.com,tutanota,com,14,2,heber,5,0,1,0,1,1,50,2,74,old
mary.cook@outlook.com,outlook,com,9,2,mary,4,1,0,0,0,0,-1,0,-1,unsure
lily.green2000@hotmail.com,hotmail,com,14,2,lily,4,1,0,0,0,1,2000,4,24,young
sam.kelly7765@aol.com,aol,com,13,2,sam,3,1,0,0,0,1,7765,4,-1,unsure
dylan49_shine@gmail.com,gmail,com,13,2,dylan,5,0,1,0,0,1,49,2,75,old
Birdie_Kuvalis89@outlook.com,outlook,com,16,2,birdie,6,0,1,0,1,1,89,2,35,medium
mason.watson04@hotmail.com,hotmail,com,14,2,mason,5,1,0,0,0,1,4,2,20,young
hailey.price39@protonmail.com,protonmail,com,14,2,hailey,6,1,0,0,0,1,39,2,85,old
sophia.brown@hotmail.com,hotmail,com,12,2,sophia,6,1,0,0,0,0,-1,0,-1,unsure
2001_johnson.jane@gmail.com,gmail,com,17,2,johnson,7,1,1,0,0,1,2001,4,23,young
Blanche.Predovic@yahoo.com,yahoo,com,16,2,blanche,7,1,0,0,1,0,-1,0,-1,unsure
Loyal_Kuhic@gmail.com,gmail,com,11,2,loyal,5,0,1,0,1,0,-1,0,-1,unsure
jane_doe1989@gmail.com,gmail,com,12,2,jane,4,0,1,0,0,1,1989,4,35,medium
kevin.sanders89@gmail.com,gmail,com,15,2,kevin,5,1,0,0,0,1,89,2,35,medium
rachel5551_b@outlook.com,outlook,com,12,2,rachel,6,0,1,0,0,1,5551,4,-1,unsure
henry.wright@protonmail.com,protonmail,com,12,2,henry,5,1,0,0,0,0,-1,0,-1,unsure
michael.cook@hotmail.com,hotmail,com,12,2,michael,7,1,0,0,0,0,-1,0,-1,unsure
Estelle80@yahoo.com,yahoo,com,9,1,estelle,7,0,0,0,1,1,80,2,44,medium
laura.walker@protonmail.com,protonmail,com,12,2,laura,5,1,0,0,0,0,-1,0,-1,unsure
emma_clark1234@icloud.com,icloud,com,14,2,emma,4,0,1,0,0,1,1234,4,-1,unsure
mason_hayes2000@gmail.com,gmail,com,15,2,mason,5,0,1,0,0,1,2000,4,24,young
joshua1981_ward@gmail.com,gmail,com,15,2,joshua,6,0,1,0,0,1,1981,4,43,medium
Macey29@gmail.com,gmail,com,7,1,macey,5,0,0,0,1,1,29,2,95,old
Faye_Carter81@icloud.com,icloud,com,13,2,faye,4,0,1,0,1,1,81,2,43,medium
Maxime.Brown93@mail.com,mail,com,14,2,maxime,6,1,0,0,1,1,93,2,31,medium
nathan_roberts1991@gmail.com,gmail,com,18,2,nathan,6,0,1,0,0,1,1991,4,33,medium
laura_taylor1995@gmail.com,gmail,com,16,2,laura,5,0,1,0,0,1,1995,4,29,young
chris_harris2002@gmail.com,gmail,com,16,2,chris,5,0,1,0,0,1,2002,4,22,young
kevin_sanders1989@gmail.com,gmail,com,17,2,kevin,5,0,1,0,0,1,1989,4,35,medium
Gerry.Fisher@protonmail.com,protonmail,com,12,2,gerry,5,1,0,0,1,0,-1,0,-1,unsure
aiden_miller8974@gmail.com,gmail,com,16,2,aiden,5,0,1,0,0,1,8974,4,-1,unsure
daniel97_flare@outlook.com,outlook,com,14,2,daniel,6,0,1,0,0,1,97,2,27,young
katherine.hill@outlook.com,outlook,com,14,2,katherine,9,1,0,0,0,0,-1,0,-1,unsure
william.miller@icloud.com,icloud,com,14,2,william,7,1,0,0,0,0,-1,0,-1,unsure
Gregorio.Gusikowski@gmail.com,gmail,com,19,2,gregorio,8,1,0,0,1,0,-1,0,-1,unsure
David.Brakus7@mail.com,mail,com,13,2,david,5,1,0,0,1,1,7,1,-1,unsure
andrew_baker1996@gmail.com,gmail,com,16,2,andrew,6,0,1,0,0,1,1996,4,28,young
Kurtis.Towne@yahoo.com,yahoo,com,12,2,kurtis,6,1,0,0,1,0,-1,0,-1,unsure
Pietro2@mail.com,mail,com,7,1,pietro,6,0,0,0,1,1,2,1,-1,unsure
madeline_ross2005@aol.com,aol,com,17,2,madeline,8,0,1,0,0,1,2005,4,19,young
david.mitchell@gmail.com,gmail,com,14,2,david,5,1,0,0,0,0,-1,0,-1,unsure
Oral.Lind28@gmail.com,gmail,com,11,2,oral,4,1,0,0,1,1,28,2,96,old
alex97@gmail.com,gmail,com,6,1,alex,4,0,0,0,0,1,97,2,27,young
Ima56@aol.com,aol,com,5,1,ima,3,0,0,0,1,1,56,2,68,old
john.jones@hotmail.com,hotmail,com,10,2,john,4,1,0,0,0,0,-1,0,-1,unsure
robert.turner54@protonmail.com,protonmail,com,15,2,robert,6,1,0,0,0,1,54,2,70,old
rebecca.evans@protonmail.com,protonmail,com,13,2,rebecca,7,1,0,0,0,0,-1,0,-1,unsure
Joanne.Hickle91@mail.com,mail,com,15,2,joanne,6,1,0,0,1,1,91,2,33,medium
arthur99_archi@gmail.com,gmail,com,14,2,arthur,6,0,1,0,0,1,99,2,25,young
Elisha.Grant93@protonmail.com,protonmail,com,14,2,elisha,6,1,0,0,1,1,93,2,31,medium
adam_henderson5432@gmail.com,gmail,com,18,2,adam,4,0,1,0,0,1,5432,4,-1,unsure
Murray_Waters@protonmail.com,protonmail,com,13,2,murray,6,0,1,0,1,0,-1,0,-1,unsure
robert2002_harris@protonmail.com,protonmail,com,17,2,robert,6,0,1,0,0,1,2002,4,22,young
jason1985_davis@yahoo.com,yahoo,com,15,2,jason,5,0,1,0,0,1,1985,4,39,medium
Bonnie5@gmail.com,gmail,com,7,1,bonnie,6,0,0,0,1,1,5,1,-1,unsure
george.thomas@hotmail.com,hotmail,com,13,2,george,6,1,0,0,0,0,-1,0,-1,unsure
alice.carter1653@gmail.com,gmail,com,16,2,alice,5,1,0,0,0,1,1653,4,-1,unsure
sarah_smith2001@gmail.com,gmail,com,15,2,sarah,5,0,1,0,0,1,2001,4,23,young
amanda_ward1999@gmail.com,gmail,com,15,2,amanda,6,0,1,0,0,1,1999,4,25,young
mark_sanders1999@gmail.com,gmail,com,16,2,mark,4,0,1,0,0,1,1999,4,25,young
Emmet_Moen37@aol.com,aol,com,12,2,emmet,5,0,1,0,1,1,37,2,87,old
Rod.Ferry@mail.com,mail,com,9,2,rod,3,1,0,0,1,0,-1,0,-1,unsure
eliza.miller@outlook.com,outlook,com,12,2,eliza,5,1,0,0,0,0,-1,0,-1,unsure
kevin1988_morris@outlook.com,outlook,com,16,2,kevin,5,0,1,0,0,1,1988,4,36,medium
claire1984_hall@yahoo.com,yahoo,com,15,2,claire,6,0,1,0,0,1,1984,4,40,medium
Genevieve_Sawayn-Kunde79@gmail.com,gmail,com,24,3,genevieve,9,0,1,1,1,1,79,2,45,medium
patrick.morgan@hotmail.com,hotmail,com,14,2,patrick,7,1,0,0,0,0,-1,0,-1,unsure
sophia1999_adams@outlook.com,outlook,com,16,2,sophia,6,0,1,0,0,1,1999,4,25,young
matthew.davis01@hotmail.com,hotmail,com,15,2,matthew,7,1,0,0,0,1,1,2,23,young
Rey.Weber44@gmail.com,gmail,com,11,2,rey,3,1,0,0,1,1,44,2,80,old
jessica45_blaze@gmail.com,gmail,com,15,2,jessica,7,0,1,0,0,1,45,2,79,old
Aron42@mail.com,mail,com,6,1,aron,4,0,0,0,1,1,42,2,82,old
jacob.green05@yahoo.com,yahoo,com,13,2,jacob,5,1,0,0,0,1,5,2,19,young
Reva79@gmail.com,gmail,com,6,1,reva,4,0,0,0,1,1,79,2,45,medium
olivia23_fire@hotmail.com,hotmail,com,13,2,olivia,6,0,1,0,0,1,23,2,-1,unsure
9087_steve.s@gmail.com,gmail,com,12,2,steve,5,1,1,0,0,1,9087,4,-1,unsure
Faye.Rowe25@protonmail.com,protonmail,com,11,2,faye,4,1,0,0,1,1,25,2,99,old
Freddy.Green@aol.com,aol,com,12,2,freddy,6,1,0,0,1,0,-1,0,-1,unsure
Paula_Rogahn56@tutanota.com,tutanota,com,14,2,paula,5,0,1,0,1,1,56,2,68,old
Hosea59@yahoo.com,yahoo,com,7,1,hosea,5,0,0,0,1,1,59,2,65,old
Myrtle.Hermiston60@yahoo.com,yahoo,com,18,2,myrtle,6,1,0,0,1,1,60,2,64,old
emma1987_taylor@gmail.com,gmail,com,15,2,emma,4,0,1,0,0,1,1987,4,37,medium
Elta37@protonmail.com,protonmail,com,6,1,elta,4,0,0,0,1,1,37,2,87,old
Beth_Johnston94@gmail.com,gmail,com,15,2,beth,4,0,1,0,1,1,94,2,30,medium
rachel2006_wright@icloud.com,icloud,com,17,2,rachel,6,0,1,0,0,1,2006,4,18,young
abigail1987_powell@yahoo.com,yahoo,com,18,2,abigail,7,0,1,0,0,1,1987,4,37,medium
Evie_Beier@protonmail.com,protonmail,com,10,2,evie,4,0,1,0,1,0,-1,0,-1,unsure
carter.james99@hotmail.com,hotmail,com,14,2,carter,6,1,0,0,0,1,99,2,25,young
sarah.brown@yahoo.com,yahoo,com,11,2,sarah,5,1,0,0,0,0,-1,0,-1,unsure
grace.roberts1705@gmail.com,gmail,com,17,2,grace,5,1,0,0,0,1,1705,4,-1,unsure
Glenda_Gleason@yahoo.com,yahoo,com,14,2,glenda,6,0,1,0,1,0,-1,0,-1,unsure
katherine.foster1710@gmail.com,gmail,com,20,2,katherine,9,1,0,0,0,1,1710,4,-1,unsure
Octavia.Thiel@gmail.com,gmail,com,13,2,octavia,7,1,0,0,1,0,-1,0,-1,unsure
andrew_james7654@hotmail.com,hotmail,com,16,2,andrew,6,0,1,0,0,1,7654,4,-1,unsure
Elwin80@icloud.com,icloud,com,7,1,elwin,5,0,0,0,1,1,80,2,44,medium
Herta_Abernathy13@mail.com,mail,com,17,2,herta,5,0,1,0,1,1,13,2,-1,unsure
katie_thompson1981@gmail.com,gmail,com,18,2,katie,5,0,1,0,0,1,1981,4,43,medium
caleb_phillips34567@icloud.com,icloud,com,19,2,caleb,5,0,1,0,0,1,34567,5,-1,unsure
ryan33_blaze@hotmail.com,hotmail,com,12,2,ryan,4,0,1,0,0,1,33,2,91,old
elizabeth.miller1732@gmail.com,gmail,com,20,2,elizabeth,9,1,0,0,0,1,1732,4,-1,unsure
daniel.jackson@hotmail.com,hotmail,com,14,2,daniel,6,1,0,0,0,0,-1,0,-1,unsure
Sister87@icloud.com,icloud,com,8,1,sister,6,0,0,0,1,1,87,2,37,medium
tyler.hayes86@gmail.com,gmail,com,13,2,tyler,5,1,0,0,0,1,86,2,38,medium
laura.davis@aol.com,aol,com,11,2,laura,5,1,0,0,0,0,-1,0,-1,unsure
Darrel_Roberts15@protonmail.com,protonmail,com,16,2,darrel,6,0,1,0,1,1,15,2,-1,unsure
megan12_fire@aol.com,aol,com,12,2,megan,5,0,1,0,0,1,12,2,-1,unsure
olivia.johnson91@gmail.com,gmail,com,16,2,olivia,6,1,0,0,0,1,91,2,33,medium
Clark.Hoppe14@icloud.com,icloud,com,13,2,clark,5,1,0,0,1,1,14,2,-1,unsure
Rubye.Lebsack28@yahoo.com,yahoo,com,15,2,rubye,5,1,0,0,1,1,28,2,96,old
michael.johnson@gmail.com,gmail,com,15,2,michael,7,1,0,0,0,0,-1,0,-1,unsure
olivia.johnson91@gmail.com,gmail,com,16,2,olivia,6,1,0,0,0,1,91,2,33,medium
Talon_Stark79@icloud.com,icloud,com,13,2,talon,5,0,1,0,1,1,79,2,45,medium
victoria17_heat@protonmail.com,protonmail,com,15,2,victoria,8,0,1,0,0,1,17,2,-1,unsure
andrew.clark88@gmail.com,gmail,com,14,2,andrew,6,1,0,0,0,1,88,2,36,medium
Javonte.Bednar@tutanota.com,tutanota,com,14,2,javonte,7,1,0,0,1,0,-1,0,-1,unsure
benjamin.mitchell1779@gmail.com,gmail,com,21,2,benjamin,8,1,0,0,0,1,1779,4,-1,unsure
Bertha66@gmail.com,gmail,com,8,1,bertha,6,0,0,0,1,1,66,2,58,old
Rubye.Lebsack28@yahoo.com,yahoo,com,15,2,rubye,5,1,0,0,1,1,28,2,96,old
margaret.smith@hotmail.com,hotmail,com,14,2,margaret,8,1,0,0,0,0,-1,0,-1,unsure
Brook_Marks53@tutanota.com,tutanota,com,13,2,brook,5,0,1,0,1,1,53,2,71,old
rebecca.allen1771@gmail.com,gmail,com,17,2,rebecca,7,1,0,0,0,1,1771,4,-1,unsure
john_lee1986@gmail.com,gmail,com,12,2,john,4,0,1,0,0,1,1986,4,38,medium
logan19_glint@gmail.com,gmail,com,13,2,logan,5,0,1,0,0,1,19,2,-1,unsure
Lyla_Jakubowski@gmail.com,gmail,com,15,2,lyla,4,0,1,0,1,0,-1,0,-1,unsure
Eva35@protonmail.com,protonmail,com,5,1,eva,3,0,0,0,1,1,35,2,89,old
Maddison62@aol.com,aol,com,10,1,maddison,8,0,0,0,1,1,62,2,62,old
abigail.powell56@yahoo.com,yahoo,com,16,2,abigail,7,1,0,0,0,1,56,2,68,old
james4672_blake@gmail.com,gmail,com,15,2,james,5,0,1,0,0,1,4672,4,-1,unsure
Fae_Ward80@yahoo.com,yahoo,com,10,2,fae,3,0,1,0,1,1,80,2,44,medium
Tillman.Green44@icloud.com,icloud,com,15,2,tillman,7,1,0,0,1,1,44,2,80,old
Hayley.Kohler49@protonmail.com,protonmail,com,15,2,hayley,6,1,0,0,1,1,49,2,75,old
joshua.bell00@gmail.com,gmail,com,13,2,joshua,6,1,0,0,0,1,0,2,24,young
Wanda40@gmail.com,gmail,com,7,1,wanda,5,0,0,0,1,1,40,2,84,old
jason1997_long@gmail.com,gmail,com,14,2,jason,5,0,1,0,0,1,1997,4,27,young
matthew_davis8765@hotmail.com,hotmail,com,17,2,matthew,7,0,1,0,0,1,8765,4,-1,unsure
Alexane45@aol.com,aol,com,9,1,alexane,7,0,0,0,1,1,45,2,79,old
thomas.brown@protonmail.com,protonmail,com,12,2,thomas,6,1,0,0,0,0,-1,0,-1,unsure
Hilario.Steuber@aol.com,aol,com,15,2,hilario,7,1,0,0,1,0,-1,0,-1,unsure
Zackary29@gmail.com,gmail,com,9,1,zackary,7,0,0,0,1,1,29,2,95,old
Kirk96@tutanota.com,tutanota,com,6,1,kirk,4,0,0,0,1,1,96,2,28,young
nathan.peters1808@gmail.com,gmail,com,17,2,nathan,6,1,0,0,0,1,1808,4,-1,unsure
Cesar74@gmail.com,gmail,com,7,1,cesar,5,0,0,0,1,1,74,2,50,old
Krista59@gmail.com,gmail,com,8,1,krista,6,0,0,0,1,1,59,2,65,old
sophia_jones2001@gmail.com,gmail,com,16,2,sophia,6,0,1,0,0,1,2001,4,23,young
Minnie_Nitzsche48@yahoo.com,yahoo,com,17,2,minnie,6,0,1,0,1,1,48,2,76,old
william.johnson1799@gmail.com,gmail,com,19,2,william,7,1,0,0,0,1,1799,4,-1,unsure
ethan.lee2002@protonmail.com,protonmail,com,13,2,ethan,5,1,0,0,0,1,2002,4,22,young
Roger44@gmail.com,gmail,com,7,1,roger,5,0,0,0,1,1,44,2,80,old
Marisol1@gmail.com,gmail,com,8,1,marisol,7,0,0,0,1,1,1,1,-1,unsure
lily.long85@yahoo.com,yahoo,com,11,2,lily,4,1,0,0,0,1,85,2,39,medium
Terrance28@aol.com,aol,com,10,1,terrance,8,0,0,0,1,1,28,2,96,old
dylan.richards83@gmail.com,gmail,com,16,2,dylan,5,1,0,0,0,1,83,2,41,medium
Cali_Bauch81@icloud.com,icloud,com,12,2,cali,4,0,1,0,1,1,81,2,43,medium
Shany.McLaughlin@tutanota.com,tutanota,com,16,2,shany,5,1,0,0,1,0,-1,0,-1,unsure
Adaline.Stamm83@gmail.com,gmail,com,15,2,adaline,7,1,0,0,1,1,83,2,41,medium
robert.carter@hotmail.com,hotmail,com,13,2,robert,6,1,0,0,0,0,-1,0,-1,unsure
Frederique.Cronin45@gmail.com,gmail,com,19,2,frederique,10,1,0,0,1,1,45,2,79,old
jason35_glint@gmail.com,gmail,com,13,2,jason,5,0,1,0,0,1,35,2,89,old
Ayden28@yahoo.com,yahoo,com,7,1,ayden,5,0,0,0,1,1,28,2,96,old
Barbara_Kub@tutanota.com,tutanota,com,11,2,barbara,7,0,1,0,1,0,-1,0,-1,unsure
Estelle80@yahoo.com,yahoo,com,9,1,estelle,7,0,0,0,1,1,80,2,44,medium
david.phillips@outlook.com,outlook,com,14,2,david,5,1,0,0,0,0,-1,0,-1,unsure
m.williams1998@icloud.com,icloud,com,14,2,m,1,1,0,0,0,1,1998,4,26,young
david_roberts1981@gmail.com,gmail,com,17,2,david,5,0,1,0,0,1,1981,4,43,medium
lily1983_thompson@protonmail.com,protonmail,com,17,2,lily,4,0,1,0,0,1,1983,4,41,medium
ryan1984_hughes@hotmail.com,hotmail,com,15,2,ryan,4,0,1,0,0,1,1984,4,40,medium
hailey_sanders4567@gmail.com,gmail,com,18,2,hailey,6,0,1,0,0,1,4567,4,-1,unsure
david_clark1983@gmail.com,gmail,com,15,2,david,5,0,1,0,0,1,1983,4,41,medium
Oren_Rau@mail.com,mail,com,8,2,oren,4,0,1,0,1,0,-1,0,-1,unsure
Helena_Bartoletti@aol.com,aol,com,17,2,helena,6,0,1,0,1,0,-1,0,-1,unsure
Jaquelin.Hermann13@tutanota.com,tutanota,com,18,2,jaquelin,8,1,0,0,1,1,13,2,-1,unsure
Joey_Gottlieb@aol.com,aol,com,13,2,joey,4,0,1,0,1,0,-1,0,-1,unsure
george.scott@yahoo.com,yahoo,com,12,2,george,6,1,0,0,0,0,-1,0,-1,unsure
Devante_Deckow@gmail.com,gmail,com,14,2,devante,7,0,1,0,1,0,-1,0,-1,unsure
Tom_Torp@gmail.com,gmail,com,8,2,tom,3,0,1,0,1,0,-1,0,-1,unsure
daniel_clark@outlook.com,outlook,com,12,2,daniel,6,0,1,0,0,0,-1,0,-1,unsure
james.clark@protonmail.com,protonmail,com,11,2,james,5,1,0,0,0,0,-1,0,-1,unsure
Imelda.Kemmer@tutanota.com,tutanota,com,13,2,imelda,6,1,0,0,1,0,-1,0,-1,unsure
caleb_powell1989@gmail.com,gmail,com,16,2,caleb,5,0,1,0,0,1,1989,4,35,medium
samuel.6782clark@gmail.com,gmail,com,16,2,samuel,6,1,0,0,0,1,6782,4,-1,unsure
Jaren16@tutanota.com,tutanota,com,7,1,jaren,5,0,0,0,1,1,16,2,-1,unsure
victoria.carter84@yahoo.com,yahoo,com,17,2,victoria,8,1,0,0,0,1,84,2,40,medium
emma_9010thompson@gmail.com,gmail,com,17,2,emma,4,0,1,0,0,1,9010,4,-1,unsure
Fay.Kertzmann@mail.com,mail,com,13,2,fay,3,1,0,0,1,0,-1,0,-1,unsure
nancy.morris@yahoo.com,yahoo,com,12,2,nancy,5,1,0,0,0,0,-1,0,-1,unsure
Jacques.Grady55@protonmail.com,protonmail,com,15,2,jacques,7,1,0,0,1,1,55,2,69,old
jessica.evans04@gmail.com,gmail,com,15,2,jessica,7,1,0,0,0,1,4,2,20,young
